Word,Count
2013-09-30,2
sysex,2
http://msdn.microsoft.com/en-us/library/windows/apps/hh464917.aspx,2
whatever,2
EGL_IMG_image_plane_attribs,2
\from,\,2
begin_code.h,2
Modulators,2
khronos_usize_t,2
GL_NV_gpu_program_fp64,2
inserted,2
Thread-safety,2
GL_INTEL_conservative_rasterization,2
frequently,2
GL_SGIX_icc_texture,2
\(Rect,\,2
GL_EXT_memory_object_fd,2
metrics,2
(==0),2
SDL_Joystick,2
\thread-safe,\,2
GL_EXT_multi_draw_indirect,2
converting,2
GLX_SGI_make_current_read,2
expiration,2
SDL_joystick.h,2
[out],2
cleaned,2
khronos_uint16_t,2
West:,2
SINT32_MIN,2
Maximum,2
GL_OES_rgb8_rgba8,2
::SDL_WINDOWPOS_CENTERED,2
+Z,2
2018,2
GLX_SGIX_swap_group,2
arrays,2
ways,2
TML_ERROR(msg),2
touches,2
\(general)"\\,2
gained,2
Borland,2
SDL_HapticGetEffectStatus,2
Midi,2
\signaled,\,2
GL_NV_conservative_raster_dilate,2
*(int*)0,2
SDL_GL_GetDrawableSize(),2
\drawable,\,2
Sint8,2
String::CRC32,2
\however,\,2
device's,2
hard,2
identical,2
window-close,2
GL_EXT_post_depth_coverage,2
GL_OES_EGL_image_external,2
writes,2
high_frequency_rumble,2
toggle,2
GL_SGIX_cube_map,2
happen,2
GLX_ARB_create_context,2
terms,2
Allocate,2
scanning,2
23298,2
WGL_AMD_gpu_association,2
\them,\,2
RLR,2
__linux__,2
Hints,2
SDL_MinimizeWindow(),2
rumbling,2
SDL_PumpEvents(),2
backwards,2
GLX_ARB_context_flush_control,2
GL_REGAL_log,2
masks,2
comes,2
::SDL_RendererFlags,2
GL_VERSION_4_5,2
Handled,2
GLX_SGIS_color_range,2
(2,2
GL_ARB_texture_barrier,2
GL_NV_shader_atomic_int64,2
key:,2
2012,2
SDL_HINT_VIDEO_HIGHDPI_DISABLED,2
(Apple,2
thinking,2
GL_NV_texture_compression_latc,2
restores,2
GLX_ARB_framebuffer_sRGB,2
temporary,2
Capturing,2
GL_NV_shader_atomic_fp16_vector,2
GL_EXT_conservative_depth,2
\loaded,\,2
associate,2
SDL_GetWindowMaximumSize(),2
-Y,2
Just,2
v,2
WGL_NV_render_depth_texture,2
GLX_SGIX_pbuffer,2
strings,2
^,2
Bernhard,2
Schelling,2
bound,2
WGL_I3D_genlock,2
phones,2
his,2
filename),2
size_t,2
reversing,2
GL_SGI_complex_type,2
SDL_HapticStopEffect,2
\X,\,2
\RandomSint16BoundaryValue(SINT16_MIN,\,2
\architectures,\,2
GL_GREATER,2
(force,2
GL_NV_shader_noperspective_interpolation,2
includes,2
GL_SGIX_texture_range,2
2015-06-23,2
newer,2
GL_ARB_gl_spirv,2
\server,\,2
GL_AMD_texture_gather_bias_lod,2
GLX_NV_present_video,2
GLX_OML_sync_control,2
GL_EXT_EGL_image_array,2
GL_OVR_multiview,2
Drag,2
\http://tinyurl.com/khrplatform-h-bugreport,\,2
levels,2
WGL_EXT_create_context_es_profile,2
unhandled,2
\sent,\,2
POUND,2
\encoded,\,2
\closed,\,2
prototyped,2
finishes,2
saving,2
SDL_opengl.h,2
(so,2
M,2
GL_GLEXT_PROTOTYPES,2
resides,2
Evaluators,2
khronos_uint8_t,2
processors,2
Platform-specific,2
\motion,\,2
NULL),2
GL_NV_shader_atomic_float64,2
100%,2
places),2
SDL_SCANCODE_AC_BACK,2
GL_KHR_parallel_shader_compile,2
nor,2
Implementation,2
East:,2
registering,2
affecting,2
\coord,\,2
coming,2
Sun,2
GL_EXT_shader_pixel_local_storage2,2
protect,2
Perl,2
\"\EGL"\\,2
seen,2
SDL_HINT_JOYSTICK_ALLOW_BACKGROUND_EVENTS,2
poll,2
GL_EXT_texture_compression_astc_decode_mode,2
function;,2
WGL_NV_DX_interop2,2
\renderer,\,2
SDL_Scancode,2
filling,2
\::SDL_WINDOW_MAXIMIZED,\,2
GL_OES_get_program_binary,2
::SDL_MessageBoxFlags,2
---------,2
\RandomSint64BoundaryValue(SINT64_MIN,\,2
Unsupported,2
GL_NV_geometry_shader_passthrough,2
Array,2
Separate,2
file),2
additionalExtensionsCount;,2
consumer,2
alpha-channel,2
greater,2
freeing,2
SDL_RenderSetScale(),2
GL_ARB_texture_filter_minmax,2
WGL_EXT_colorspace,2
SDL_SetWindowTitle(),2
SDL_Thread,2
logged,2
GLX_ARB_multisample,2
delimited,2
(backslash),2
Min,2
inclusive,2
Depth,2
WGL_3DL_stereo_control,2
colorOperation,2
signify,2
GLX_NV_video_out,2
\"\Khronos\,2
GL_OES_depth_texture,2
GLX_NV_swap_group,2
spherical,2
(stream),2
\read-only,\,2
reused,2
GLX_SGIX_swap_barrier,2
messagebox,2
Lighting,2
similar,2
WGL_ARB_buffer_region,2
SDL_Delay(,2
tooth,2
API's,2
\::SDL_WINDOW_RESIZABLE,\,2
],2
grabbed,2
SFZ,2
SDL_QueryTexture(),2
srcA),2
GL_EXT_multisampled_render_to_texture2,2
processor,2
libMoltenVK.dylib,2
\array,\,2
\opaque,\,2
Unloads,2
file:,2
saw,2
GL_ARB_parallel_shader_compile,2
Mutex,2
\(Mon,\,2
GL_NV_EGL_stream_consumer_external,2
instrument,2
\SDL_QueueAudio()/SDL_DequeueAudio(),\,2
GL_ATIX_texture_env_route,2
\("\"\)\,2
GL_EXT_sparse_texture2,2
Holds,2
GL_INTEL_texture_scissor,2
curve,2
member,2
GL_NV_viewport_swizzle,2
constants,2
moved,2
GLX_ARB_vertex_buffer_object,2
SDL_RenderCopy(),2
GLX_EXT_fbconfig_packed_float,2
GL_ARB_conditional_render_inverted,2
DEGREE,2
envelope,2
WGL_ARB_context_flush_control,2
routinely,2
Capture,2
South:,2
error),2
SDL_SetWindowMinimumSize(),2
hint's,2
(src/audio/dummy/\*.c),2
__WIN32__,2
\LLP64,\,2
GL_NV_internalformat_sample_query,2
2-byte,2
SDL_RenderSetViewport(),2
crc,2
khronos_ssize_t,2
EGL_EXT_gl_colorspace_bt2020_linear,2
GLX_VERSION_1_1,2
identifying,2
GL_WIN_swap_hint,2
\there,\,2
khronos_int8_t,2
(!thread_local_storage),2
EGL_NV_stream_cross_process,2
GLX_ARB_fbconfig_float,2
OES,2
0-128,2
LinuxSampler,2
GL_SGIX_fragment_specular_lighting,2
GL_SGIX_nurbs_eval,2
buf,2
\dynamically,\,2
GL_APPLE_texture_packed_float,2
GL_SGIX_nonlinear_lighting_pervertex,2
operators,2
face,2
EGL_NV_stream_socket_unix,2
SDL_OpenAudioDevice(),2
GL_NV_read_buffer,2
GL_EXT_texture_sRGB_RG8,2
SDL_Keycode,2
GL_OES_texture_float,2
Clang's,2
trap,2
DMP,2
Whether,2
core,2
SDL_HapticUnpause,2
inlined,2
opposite,2
5,2
none,2
::SDL_HAPTIC_SAWTOOTHUP,2
GL_EXT_raster_multisample,2
GL_IMG_program_binary,2
GLX_ATI_pixel_format_float,2
Scroll,2
SDL_AllocPalette(),2
\too,\,2
filtering,2
magnitude,2
applicable,2
GL_DMP_shader_binary,2
Therefore,2
SDL_UnlockMutex(lock);,2
expand,2
(range:,2
vibrate,2
GL_ATI_shader_texture_lod,2
WGL_ARB_robustness_share_group_isolation,2
ES2,2
GL_OES_element_index_uint,2
WGL_I3D_image_buffer,2
handlers,2
::SDL_ALPHA_OPAQUE,2
https://github.com/schellingb/TinySoundFont,2
important,2
GL_EXT_base_instance,2
vs,2
identifies,2
intervention,2
Grab,2
\"\Privacy\,2
macOS,2
GL_OVR_multiview2,2
D3D11,2
\update,\,2
(255),2
\flip,\,2
EGL_NV_stream_cross_partition,2
adapter,2
templates,2
GL_SGIX_fog_texture,2
GL_SGIX_instrument_error,2
SDL_endian.h,2
necessarily,2
\error,\,2
GL_REGAL_enable,2
SDL_sensor.h,2
scaleX,2
GLX_EXT_texture_from_pixmap,2
18000;,2
\255,\,2
landscape,2
life,2
GL_ARM_shader_framebuffer_fetch,2
SDL_SetWindowMaximumSize(),2
EGL_NV_robustness_video_memory_purge,2
GL_NV_coverage_sample,2
west,2
SINT64_MIN,2
Explicitly,2
GL_NV_sample_locations,2
GLX_MESA_copy_sub_buffer,2
2015),2
GL_VERSION_1_1,2
question,2
\"\Retina"\),\,2
Internal,2
scroll,2
GL_ATIX_texture_env_combine3,2
inputs,2
signaled,2
1-byte,2
Macro,2
GL_NV_sample_mask_override_coverage,2
GL_KHR_robust_buffer_access_behavior,2
organization,2
initial,2
GL_SGIX_spotlight_cutoff,2
SDL_HapticSetAutocenter,2
\par,2
covered,2
\2"\\,2
SDL_GetVideoDriver(),2
WGL_NV_video_capture,2
GLX_VERSION_1_3,2
EGL_ANDROID_create_native_client_buffer,2
warping,2
GL_EXT_color_buffer_float,2
contexts,2
GL_ARB_shader_texture_image_samples,2
hexadecimal,2
GL_EXT_polygon_offset_clamp,2
GLX_SGIX_hyperpipe,2
label,2
GL_EXT_texture_sRGB_R8,2
autogenerate,2
opaque),2
WGL_ARB_create_context_profile,2
GLX_NV_copy_buffer,2
Sint16,2
GL_WIN_scene_markerXXX,2
lifetime,2
GLX_MESA_pixmap_colormap,2
stdlib.h,2
spatialized,2
Performs,2
decide,2
_endthread(),2
GL_EXT_memory_object,2
system's,2
effects:,2
SDL_GetWindowTitle(),2
EGL_NV_stream_frame_limits,2
GL_ARB_cull_distance,2
WGL_EXT_pixel_format,2
invoke,2
GREATER-THAN,2
GL_IMG_shader_binary,2
WGL_NV_present_video,2
tsf,2
EGL_ANDROID_presentation_time,2
Upload,2
GL_FJ_shader_binary_GCCSO,2
GL_EXT_texture_filter_minmax,2
contiguous,2
third,2
making,2
SDL_EnclosePoints,2
GL_APPLE_color_buffer_packed_float,2
bank:,2
GL_NV_framebuffer_mixed_samples,2
SDL_GetWindowData(),2
'size',2
GL_ANDROID_extension_pack_es31a,2
calling:,2
GL_REGAL_error_string,2
GL_NV_non_square_matrices,2
(additional,2
subtle,2
GL_NV_robustness_video_memory_purge,2
Two,2
GL_APPLE_texture_2D_limited_npot,2
GL_NV_texture_array,2
GL_VERSION_1_2_1,2
heavy,2
SDL_HapticIndex,2
SDL_IsScreenSaverEnabled(),2
GL_SGIX_impact_pixel_texture,2
Feedback,2
GLX_OML_swap_method,2
SDL_VERSION,2
GSOC,2
tools,2
offer,2
fonts,2
gcc,2
TML_WARN(msg),2
GL_OES_vertex_array_object,2
SDL_HAPTIC_SAWTOOTHUP,2
avoided,2
GL_NVX_blend_equation_advanced_multi_draw_buffers,2
srcAlphaFactor,2
SINT16_MIN,2
9000,2
Mix_OpenAudio(),2
I,2
destroyed,2
completed,2
WGL_ARB_create_context,2
modifiers,2
GL_ARB_direct_state_access,2
SDL_StopTextInput(),2
SDL_PixelFormat,2
GL_NV_viewport_array2,2
Run,2
\addUnsupportedOpcode("\any\,2
\&count,\,2
filename,2
favor,2
SDL_HideWindow(),2
init,2
SDL_bits.h,2
SDL_INIT_EVENTS,2
SDL_quit.h,2
media,2
\"\best"\\,2
GL_AMD_gpu_shader_int16,2
LICENSE,2
-1...1,2
1.0[,2
vel:,2
inLen,2
Directly,2
edges,2
login,2
SDL_KEYDOWN,2
app-specific,2
WGL_ARB_make_current_read,2
EGL_KHR_debug,2
LESS-THAN,2
booted),2
(haptic,2
values[0]:,2
primary,2
GL_SGIX_complex_polar,2
GL_EXT_buffer_storage,2
num,2
NACL,2
-Z,2
emit,2
direct,2
SDL_HAPTIC_TRIANGLE,2
[0.0,2
blog,2
charm,2
\RandomSint8BoundaryValue(SINT8_MIN,\,2
WGL_3DFX_multisample,2
security,2
barriers,2
allotted,2
GLX_AMD_gpu_association,2
::SDL_HAT_RIGHT,2
EGL_NV_stream_reset,2
MikMod,2
\index,\,2
triple,2
\::SDL_WINDOW_MINIMIZED,\,2
GLX_MESA_release_buffers,2
indicates,2
GL_SGIX_quad_mesh,2
string.h,2
methods,2
subpixel,2
dirver,2
(full),2
shader,2
GLX_MESA_set_3dfx_mode,2
WGL_NV_swap_group,2
human,2
\text,\,2
GL_NEVER,2
setup,2
\::SDL_WINDOW_INPUT_GRABBED,\,2
ready,2
::SDL_Keycode,2
*INDENT-OFF*,2
Semaphore,2
Force,2
truly,2
\Otherwise,\,2
response,2
midi,2
\hardware,\,2
GL_NV_conservative_raster,2
WGL_EXT_extensions_string,2
VC++,2
SIMD,2
readable,2
SDL_HAPTIC_GAIN_MAX,2
GL_EXT_shader_pixel_local_storage,2
dstAlphaFactor,2
SDL_HAPTIC_SAWTOOTHDOWN,2
SDL_GetMouseState(),2
------------------------------------------------------------------------,2
SDL_config_windows_h_,2
GLEW_BUILD,2
interleaved,2
\if(!SDL_Vulkan_GetInstanceExtensions(NULL,\,2
GLX_ARB_robustness_application_isolation,2
GL_EXT_geometry_point_size,2
paletted,2
GL_MESA_packed_depth_stencil,2
(push,2
::SDL_IGNORE,2
khronos_boolean_enum_t,2
SDL_SemWait(),2
Value,2
layouts,2
WGL_ARB_pixel_format_float,2
\connected,\,2
GL_SGIS_clip_band_hint,2
WGL_ARB_framebuffer_sRGB,2
EGL_KHR_stream_attrib,2
request,2
GLX_EXT_create_context_es_profile,2
GLX_EXT_libglvnd,2
GL_NV_bgr,2
GL_ARB_get_texture_sub_image,2
mandates,2
(set,2
\here,\,2
fails,2
implementations,2
GL_SGIX_fog_scale,2
prepares,2
GL_ARB_ES3_1_compatibility,2
SDL_SetWindowData(),2
GL_INTEL_framebuffer_CMAA,2
GL_APPLE_clip_distance,2
SDL_UpdateWindowSurfaceRects(),2
Win64,2
::SDL_TEXTINPUT,2
08:48:48,2
'name',2
libsamplerate,2
owned,2
180,2
GL_EXT_shader_non_constant_global_initializers,2
close_code.h,2
incrementing,2
GLX_SUN_video_resize,2
GL_SGIX_dvc,2
appears,2
SDL_ShowWindow(),2
2.0.3,2
\loop,\,2
developer,2
Given,2
preset_index:,2
EGLint,2
performance,2
Xlib,2
GL_ARB_ES3_2_compatibility,2
GL_EXT_window_rectangles,2
Generators,2
...which,2
GL_EXT_texture_compression_astc_decode_mode_rgb9e5,2
scaleY,2
respond,2
problems,2
SDL_QueueAudio,2
OpenGLES,2
GLX_SGI_swap_control,2
trackballs,2
\method),\,2
\FF,\,2
EGL_NV_stream_metadata,2
\mutex,\,2
GL_NV_clip_space_w_scaling,2
WGL_ARB_create_context_robustness,2
+X,2
\valid,\,2
Gyroscope,2
\mouse,\,2
\RT,\,2
respectively,2
regular,2
Format,2
EGL_NV_stream_fifo_next,2
GL_ARB_shader_ballot,2
WGL_I3D_gamma,2
Retrieves,2
GL_SGIX_vertex_array_object,2
resolution-independent,2
use:,2
::SDL_HAPTIC_POLAR,2
3:,2
somevalue,2
LSB,2
\music,\,2
GL_EXT_frag_depth,2
GL_ZERO,2
EGL_NV_stream_cross_object,2
GL_NV_3dvision_settings,2
GL_NVX_linked_gpu_multicast,2
drops,2
farther,2
Access,2
EGL_EXT_pixel_format_float,2
offers,2
GLX_VERSION_1_4,2
Takes,2
SDL_HapticLeftRight,2
Documentation,2
GL_SGIX_cylinder_texgen,2
FJ,2
GL_AMD_shader_explicit_vertex_parameter,2
GLX_SGIS_blended_overlay,2
GL_REGAL_ES1_1_compatibility,2
\cursor,\,2
\policy,\,2
GL_NV_command_list,2
*one*,2
SDL_SetWindowPosition(),2
guidelines,2
\"\%p"\)\,2
GL_KHR_texture_compression_astc_sliced_3d,2
23,2
separated,2
Prevent,2
GL_ARB_pipeline_statistics_query,2
25%,2
IME,2
-->,2
GL_EXT_occlusion_query_boolean,2
GL_IMG_read_format,2
North:,2
gave,2
lost,2
reverses,2
584,2
6,2
Sint64,2
us,2
respect,2
\no-op,\,2
SDL_Vulkan_GetVkGetInstanceProcAddr(),2
Raspberry,2
Line,2
\title,\,2
varying,2
SDL_HapticSetGain(),2
minimal,2
z,2
usual,2
pairs,2
actions,2
GL_OVR_multiview_multisampled_render_to_texture,2
GL_EXT_geometry_shader,2
(stereo),2
GL_ATIX_point_sprites,2
let,2
More,2
obsolete,2
<markus.kauppila@gmail.com>,2
dequeued,2
GL_SGIX_texture_mipmap_anisotropic,2
WGL_ARB_render_texture,2
GL_EXT_clip_cull_distance,2
GL_SGIX_vector_ops,2
EGL_NV_stream_remote,2
languages,2
::SDL_ENABLE,2
onResume(),2
SDL_UpdateWindowSurface(),2
GL_ALWAYS,2
X.Y.Z,2
side;,2
calculations,2
SDL_HAPTIC_POLAR;,2
positions,2
\[0,1]\,2
keys),2
managed,2
method),2
\written,\,2
NV,2
\D3D9,\,2
(error,2
Buttons,2
intersect,2
srcColorFactor,2
GL_SGIS_line_texgen,2
near,2
thread's,2
Fog,2
\failed,\,2
multi-threaded,2
\filtered,\,2
GL_EXT_external_buffer,2
\"\linear"\\,2
soft,2
WGL_ATI_render_texture_rectangle,2
this;,2
GL_NV_conservative_raster_pre_snap_triangles,2
parenthesis,2
renamed,2
GLX_ARB_robustness_share_group_isolation,2
unregister,2
example),2
Chrome,2
AtomicLock,2
\both,\,2
GLX_ARB_create_context_profile,2
gestures,2
SDL_GetDisplayOrientation(),2
WGL_NV_gpu_affinity,2
GLX_NV_vertex_array_range,2
GL_NV_depth_range_unclamped,2
SDL_LOG_PRIORITY_INFO,2
GLX_NV_float_buffer,2
GL_MESA_shader_integer_functions,2
dependencies,2
Symbian,2
EGL_NV_stream_consumer_gltexture_yuv,2
stable,2
say,2
2008-2009,2
stdio,2
DOXYGEN_SHOULD_IGNORE_THIS,2
GL_EXT_semaphore_win32,2
tune,2
issuing,2
SDL_SetWindowGammaRamp(),2
\acceleration,\,2
Compiler,2
anything,2
Otherwise,2
\::SDL_WINDOW_HIDDEN,\,2
skip,2
GL_AMD_shader_stencil_value_export,2
values[2]:,2
XBox,2
(FULLSCREEN_DESKTOP,2
WGL_ARB_robustness_application_isolation,2
GL_SGIX_color_matrix_accuracy,2
trigger,2
GLX_EXT_visual_info,2
milliseconds),2
GL_ANGLE_timer_query,2
GL_SGIX_fog_patchy,2
glut.h,2
::SDL_HAT_LEFTDOWN,2
\drivers,\,2
SDL_TLSSet(),2
breaks,2
past,2
GL_KTX_buffer_region,2
black,2
GL_EXT_draw_buffers_indexed,2
ramps,2
fade_length,2
GL_NV_image_formats,2
pull,2
EGL_EXT_protected_content,2
khronos_int32_t,2
increments,2
diagram,2
GL_ARB_robustness_application_isolation,2
SDL_SetAssertionHandler(),2
EGL_ARM_implicit_external_sync,2
\printf("\We\,2
Read/write,2
false/true,2
EGL_KHR_no_config_context,2
New,2
GL_SGIX_bali_timer_instruments,2
[,2
\warnings,\,2
low-level,2
WGL_EXT_swap_control_tear,2
topmost,2
Uint64,2
SDL_RenderGetClipRect(),2
\north,\,2
\Name/"\\,2
affects,2
(len),2
WGL_NV_render_texture_rectangle,2
U/V,2
\bar,\,2
Restart,2
FIXME,2
Info.plist,2
periods,2
GL_ARB_robustness_share_group_isolation,2
(equal,2
API-specific,2
Runs,2
(src/loadso/dummy/\*.c),2
allocation,2
unlocking,2
GL_OES_stencil1,2
behind,2
earlier,2
virtual,2
orientations,2
array/string,2
IMG,2
\priority,\,2
SDK,2
GL_EXT_shader_implicit_conversions,2
GL_OES_vertex_type_10_10_10_2,2
GLX_SGIX_visual_select_group,2
GL_ARB_clip_control,2
GL_EXT_texture_compression_bptc,2
-X,2
GL_SGIX_bali_r_instruments,2
wrapped,2
Handle,2
Example:,2
\is,\,2
GL_ARB_sample_locations,2
stops,2
SDL_image,2
GL_EXT_shader_group_vote,2
*haptic;,2
(calculated),2
why,2
profile,2
.NET,2
GL_EXT_blend_func_extended,2
elements,2
both:,2
GL_IMG_texture_compression_pvrtc2,2
Tokens,2
SDL_GameControllerAddMapping(),2
SDL_SetWindowBrightness(),2
\unregistered,\,2
GL_NV_path_rendering_shared_edge,2
GL_OES_standard_derivatives,2
SDL_WindowShapeMode,2
khronos_stime_nanoseconds_t,2
designed,2
really,2
Client,2
GL_LESS,2
planes,2
GLX_EXT_visual_rating,2
GL_EXT_disjoint_timer_query,2
Cast,2
preset_number:,2
\values,\,2
SDL_CreateCursor(),2
GLX_SGIX_fbconfig,2
GL_SGIX_datapipe,2
2013-2015,2
GL_ARB_spirv_extensions,2
EGL_NV_stream_socket_inet,2
export,2
Located,2
Fade,2
instruction,2
WGL_EXT_pixel_format_packed_float,2
GL_EGL_KHR_context_flush_control,2
remote's,2
GL_ARB_shader_clock,2
\(0,\,2
GLX_3DFX_multisample,2
srcRGB,2
passes,2
Float,2
msec,2
khronos_time_ns_t,2
VkSurfaceKHR,2
SDL_UpdateTexture(),2
\instead,\,2
DPI,2
Implementer's,2
speakers,2
SDL_DestroyRenderer(),2
GL_EXT_semaphore,2
(data),2
bpp,2
SDL_GetWindowSurface(),2
low-pass,2
::SDL_TEXTUREACCESS_STREAMING,2
error:,2
At,2
\keyboards),\,2
1-srcA,2
Other,2
WGL_NV_copy_image,2
\processing,\,2
GL_SGIX_texture_phase,2
Degrees,2
calculate,2
\bytes,\,2
'/',2
built,2
GL_EXT_multiple_textures,2
Region,2
GL_GEQUAL,2
(If,2
return-type,2
GL_NV_stereo_view_rendering,2
symbol,2
exhaustion,2
CRC32,2
dragging,2
HAVE__LTOA,2
--ryan,2
Pause,2
::SDL_HAPTIC_CONSTANT,2
(Default,2
GL_EXT_semaphore_fd,2
easily,2
lots,2
Accelerometer,2
WGL_EXT_framebuffer_sRGB,2
semi-private,2
GL_NV_copy_buffer,2
GL_NV_polygon_mode,2
GLX_ARB_get_proc_address,2
resulting,2
buttonid,2
\::SDL_WINDOW_OPENGL,\,2
GL_SGIX_fragments_instrument,2
EGL_NV_stream_cross_display,2
name),2
SDL_HapticSetGain,2
Unsigned,2
EGL_EXT_gl_colorspace_scrgb_linear,2
GL_NV_texture_rectangle_compressed,2
\texture,\,2
WGL_EXT_display_color_table,2
GLX_SGI_video_sync,2
Pin,2
SDL_Event,2
GL_REGAL_proc_address,2
Defaults,2
12.1+,2
GL_AMD_shader_ballot,2
/W4,2
GLX_ARB_create_context_no_error,2
GL_EXT_instanced_arrays,2
GL_REGAL_extension_query,2
GL_SGIX_blend_cmultiply,2
GL_KHR_no_error,2
\So,\,2
UNICODE,2
SDL_HINT_WINRT_PRIVACY_POLICY_LABEL,2
::SDL_HAPTIC_SAWTOOTHDOWN,2
effect_id,2
WGL_I3D_swap_frame_usage,2
'loops',2
GL_ANGLE_texture_compression_dxt1,2
GL_EXT_robustness,2
stopped,2
EGL_NV_stream_cross_system,2
GL_SGIX_fog_layers,2
GL_OES_required_internalformat,2
SDL_WinRT_Path,2
GL_ARB_shader_viewport_layer_array,2
QCOM,2
Memory,2
GLX_SGIS_multisample,2
(transparent,2
math.h,2
<EGL/eglplatform.h>,2
GL_EXT_vertex_array_setXXX,2
\fast,\,2
push,2
GLX_MESA_query_renderer,2
GL_ATI_texture_compression_3dc,2
Key,2
GL_SGIX_blend_cadd,2
low_frequency_rumble,2
Stream,2
rely,2
Selection,2
alphaOperation,2
\RandomUint16BoundaryValue(0,\,2
::SDL_HAPTIC_CARTESIAN,2
_beginthread(),2
extension),2
SDL_HapticRamp,2
sync,2
\macros,\,2
\explicitly,\,2
GL_EXT_texture_norm16,2
\WinMain(),\,2
Applications,2
enums,2
assumes,2
khronos_uint32_t,2
GL_AMD_framebuffer_sample_positions,2
NSHighResolutionCapable,2
increases,2
EGL_NV_stream_socket,2
<winnt.h>,2
};,2
(0,2
Remotes,2
Private,2
refresh_rate,2
*INDENT-ON*,2
Maps,2
\dimensions,\,2
KHRONOS_SUPPORT_FLOAT,2
unknown,2
above),2
chosen,2
\disabled,\,2
lockable,2
GLX_VERSION_1_0,2
\RandomUint8BoundaryValue(0,\,2
GL_SGIX_mpeg1,2
\handle,\,2
khronos_int16_t,2
\be,\,2
\read,\,2
tries,2
\SDL_BuildAudioCVT(),\,2
\possible,\,2
GLX_EXT_scene_marker,2
SDL_GetWindowMinimumSize(),2
\channel),\,2
Kauppila,2
tracking,2
GLX_NV_video_capture,2
semitones,2
lockless,2
\0xAAAA/0xBBBB,0xCCCC/0xDDDD\,2
Boolean,2
WGL_NV_delay_before_swap,2
\transparent,\,2
bitwise,2
polling,2
embedded,2
acquire,2
\controllers,\,2
represented,2
certainly,2
GL_NV_fragment_shader_interlock,2
GL_ARB_shader_atomic_counter_ops,2
floats,2
Lists,2
::SDL_HAT_RIGHTDOWN,2
white,2
\touch,\,2
1-dstA,2
(pull,2
GLX_SGIS_shared_multisample,2
significant,2
2.1,2
Backwards,2
\blended,\,2
::SDL_HAT_UP,2
manifest,2
GL_OES_compressed_ETC1_RGB8_texture,2
GL_EXT_scene_marker,2
library),2
XAML,2
\(Tue,\,2
querying,2
instance;,2
squared,2
Reference,2
GL_KHR_blend_equation_advanced,2
khronos_intptr_t,2
Markus,2
GL_NV_explicit_attrib_location,2
SDL_UnlockSurface(),2
GL_NV_fragment_coverage_to_color,2
GL_OES_texture_float_linear,2
requires,2
caller,2
SDL_InitSubSystem(),2
risk,2
SDL_INIT_VIDEO,2
Hypothetical,2
scrolled,2
SINT8_MIN,2
dstColorFactor,2
30,2
WGL_OML_sync_control,2
(flip),2
test),2
D3D,2
GL_SGIX_subdiv_patch,2
Basic,2
counters,2
alone,2
front,2
Dummy,2
\case,\,2
Java,2
GL_NV_pack_subimage,2
GL_EQUAL,2
GL_ARB_texture_filter_anisotropic,2
(x),2
modern,2
driver-dependent,2
-0800,2
WGL_ARB_pixel_format,2
arg2),2
(run,2
glibc,2
GL_ATIX_vertex_shader_output_point_size,2
GL_IMG_texture_compression_pvrtc,2
GL_SGIX_fog_factor_to_alpha,2
WGL_EXT_pbuffer,2
khronos_uintptr_t,2
GLX_NV_multisample_coverage,2
---------------------------------------------------------------------------------------------------------,2
BT.601,2
GL_SUN_read_video_pixels,2
leading,2
critical,2
resizing,2
slow,2
SDL_HAPTIC_SINE,2
comma,2
instanceCreateInfo,2
int64,2
Watcom,2
known,2
GL_SGI_fft,2
EGL_EXT_gl_colorspace_bt2020_pq,2
GL_EXT_Cg_shader,2
(0.0f,2
EGL_EXT_surface_SMPTE2086_metadata,2
(TODO),2
searched,2
devices.),2
GL_SGIX_line_quality_hint,2
EGL_MESA_platform_surfaceless,2
WGL_EXT_depth_float,2
(only,2
Application,2
\"\decay"\\,2
pixel),2
GLX_EXT_swap_control,2
SDL_DestroyTexture(),2
GL_LEQUAL,2
everything,2
GL_ARB_post_depth_coverage,2
cancels,2
SDL_thread.h,2
mapped,2
GL_EXT_texture_view,2
::SDL_USEREVENT,2
haven't,2
GL_SGIX_image_compression,2
GL_EXT_win32_keyed_mutex,2
GL_ARB_sparse_texture_clamp,2
exactly,2
SDL_GetWindowGrab(),2
\Mix_HaltChannel(),\,2
SDL_GetVersion,2
GL_EXT_compressed_ETC1_RGB8_sub_texture,2
WGL_NV_vertex_array_range,2
17:07:13,2
borderless,2
GL_SGIX_decimation,2
GL_NV_packed_float_linear,2
OpenGL/ES/ES2,2
(but,2
\MSDN,\,2
(!=0),2
legal,2
SDL_LockMutex(lock);,2
GL_ARB_transform_feedback_overflow_query,2
VIV,2
GLX_NV_copy_image,2
GLX_SUN_get_transparent_index,2
values[1]:,2
\RandomSint32BoundaryValue(SINT32_MIN,\,2
GL_APPLE_pixel_buffer,2
\(1,\,2
go,2
SDL_GetPlatform(),2
GL_NOTEQUAL,2
unregisters,2
---,2
GL_QCOM_shader_framebuffer_fetch_noncoherent,2
informs,2
GL_NV_platform_binary,2
URL:,2
EGL_KHR_context_flush_control,2
Opens,2
holds,2
SDL_RWFromFile(),2
GL_NV_read_buffer_front,2
view's,2
inBuf,2
GL_SGIX_bali_g_instruments,2
GL_OES_texture_3D,2
tick,2
Moves,2
WGL_NV_multisample_coverage,2
GL_SGIX_slim,2
validation,2
Evaluated,2
